Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
20--1201,2020/01/24,12:57 PM,MONTREAL RD btwn ST. LAURENT BLVD & HILLSIDE DR (__3ZA1MC),__3ZA1MC,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,371683.0107,5033883.735,45.44168541,-75.6450557,83
20--1202,2020/01/24,2:04 PM,CROYDON AVE @ REGINA ST (0002786),2786,02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,360421.6723,5025394.522,45.36628708,-75.78995113,84
20--1203,2020/01/24,2:05 PM,MERIVALE RD/LOTTA AVE @ CLYDE AVE (0001112),1112,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364521.6954,5024507.537,45.35796877,-75.7377232,85
20--1204,2020/01/24,2:25 PM,MONTREAL RD btwn BETHAMY LANE & OGILVIE RD (__3ZA2DX),__3ZA2DX,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375619.0208,5034533.574,45.44714463,-75.59465555,86
20--1205,2020/01/24,2:30 AM,MONACO PL btwn SELENE WAY & SELENE WAY (__5Z1QC6),__5Z1QC6,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,384637.1674,5034998.627,45.45035689,-75.47931022,87
20--1206,2020/01/24,2:30 PM,LOLA ST @ QUEEN MARY ST (0007957),7957,02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,371129.7211,5032044.588,45.4251903,-75.65237522,88
20--1207,2020/01/24,2:51 PM,HIGHWAY 417 btwn HWY417 IC122 RAMP61 & HWY417 IC121B RAMP16 (__3ZA2Y4),__3ZA2Y4,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365670.9274,5029124.627,45.39941358,-75.72248677,89
20--1208,2020/01/24,2:55 AM,REGIONAL ROAD 174 btwn Continuation of REGIONAL ROAD 174 & OR174 IC112 (__3ZA2YI),__3ZA2YI,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,374375.2079,5032526.177,45.4292081,-75.61083815,90
20--1209,2020/01/24,3:05 PM,INDUSTRIAL AVE/INNES RD @ ST. LAURENT BLVD (0002203),2203,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373099.7334,5030005.565,45.40665457,-75.627486,91
20--121,2020/01/04,3:49 AM,WOODROFFE AVE btwn FALLOWFIELD RD & EARL MULLIGAN DR (__3ZA3IL),__3ZA3IL,04 - At/near private drive,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,365117.2879,5017827.435,45.29781093,-75.73093571,92
20--1210,2020/01/24,3:40 PM,ALBERT ST @ BAY ST (0006357),6357,03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,366942.6884,5031143.585,45.41746786,-75.70598944,93
20--1211,2020/01/24,4:00 PM,BALSAM ST btwn PRESTON ST & END (__3ZAAIB),__3ZAAIB,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,366442.9089,5029782.732,45.40526749,-75.71254481,94
20--1212,2020/01/24,4:15 PM,SOMERSET ST    W btwn SPADINA AVE & BAYSWATER AVE (__3ZA319),__3ZA319,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,365753.8864,5029887.278,45.40626851,-75.72133295,95
20--1213,2020/01/24,4:30 PM,BLAIR RD btwn BEAVERPOND DR & INNES RD (__3ZA2EZ),__3ZA2EZ,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,375503.1561,5031628.715,45.42102013,-75.59655373,96
20--1214,2020/01/24,5:00 PM,BRONSON AVE/BRONSON/HERON RAMP 35 @ HERON RD (0002386),2386,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368641.3476,5026697.418,45.37730972,-75.68486292,97
20--1215,2020/01/24,5:00 PM,MONTREAL RD @ OGILVIE RD (0009279),9279,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375654.7406,5034556.578,45.44734799,-75.59419566,98
20--1216,2020/01/24,5:15 PM,RICHMOND RD @ HOLLY ACRES RD/NANAIMO DR (0001068),1068,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,05 - Dusk,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,359058.6722,5022748.495,45.34258494,-75.80763987,99
20--1217,2020/01/24,5:20 PM,CARP RD btwn THOMAS A. DOLAN PKWY & NORMA LANE (__3ZAZ54),__3ZAZ54,04 - At/near private drive,03 - P.D. only,05 - Turning movement,03 - Snow,05 - Dusk,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,338933.8471,5024373.604,45.3584763,-76.06431802,100
20--1308,2020/01/25,7:40 PM,FRANK KENNY RD btwn MCFADDEN RD & RUSSELL RD (__3ZA6IY),__3ZA6IY,01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,391395.5699,5029106.402,45.39654058,-75.39395779,101
20--1309,2020/01/25,7:40 PM,HIGHWAY 417 btwn HWY417 IC144 RAMP35 & HWY417 IC144 RAMP25 (__3ZA2QT),__3ZA2QT,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,347838.0146,5016208.535,45.28451448,-75.95138013,102
20--131,2020/01/04,7:54 PM,MARCH RD btwn MORGAN'S GRANT WAY & TERRY FOX DR (__3ZA3CF),__3ZA3CF,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,349708.3986,5023567.252,45.35061322,-75.92687175,103
20--1310,2020/01/25,7:51 PM,STRANDHERD DR btwn WOODROFFE AVE & CRESTWAY DR (__30MO45),__30MO45,01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,366230.6018,5015445.996,45.27628645,-75.71703679,104
20--1311,2020/01/25,7:53 AM,METCALFE ST @ LAURIER AVE (0002231),2231,02 - Intersection related,03 - P.D. only,99 - Other,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367792.7108,5031451.581,45.42016309,-75.69509022,105
20--1312,2020/01/25,7:54 PM,CONROY RD btwn CONROY RD & ROSEBELLA AVE (__3ZA3S2),__3ZA3S2,01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,374208.4497,5024378.889,45.35591923,-75.61411513,106
20--1313,2020/01/25,7:58 PM,LEITRIM RD btwn 810 W OF HAWTHORNE & BANK ST (__3ZA3SPA),__3ZA3SPA,01 - Non intersection,02 - Non-fatal injury,01 - Approaching,05 - Drifting Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,376232.0863,5022111.28,45.3353131,-75.58861744,107
20--1314,2020/01/25,7:59 AM,BASELINE RD @ WOODROFFE AVE (0002225),2225,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362549.7025,5023770.506,45.35150222,-75.76297732,108
20--1315,2020/01/25,8:00 AM,HAWTHORNE RD @ LEITRIM RD (0009269),9269,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,377038.7554,5022709.504,45.34061305,-75.57823937,109
20--1316,2020/01/25,8:00 PM,FALLOWFIELD RD btwn RICHMOND RD & STEEPLE HILL CRES (__3ZA4Y4),__3ZA4Y4,01 - Non intersection,02 - Non-fatal injury,01 - Approaching,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,358380.527,5013983.136,45.26376544,-75.81724003,110
20--1317,2020/01/25,8:08 PM,WEST HUNT CLUB RD EB btwn ROYDON PL/SUNDERLAND ST & 545 E OF ROYDON PL (__3ZA3JPA),__3ZA3JPA,01 - Non intersection,02 - Non-fatal injury,99 - Other,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,366004.5383,5022175.313,45.33685591,-75.71908683,111
20--1318,2020/01/25,8:31 PM,OTTAWA RIVER PKWY @ ISLAND PARK DR (0002127),2127,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363298.6945,5029453.566,45.40257554,-75.75274599,112
20--1319,2020/01/25,8:39 PM,BANK ST btwn SPRINGHILL RD & DALMENY RD (__3ZA27C),__3ZA27C,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,385755.9261,5004557.968,45.17634546,-75.46998339,113
20--132,2020/01/04,8:46 PM,WALKLEY RD btwn HEATHERINGTON RD & 152 E OF HEATHERINGTON RD (__3ZA2LVA),__3ZA2LVA,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,371776.2879,5026799.961,45.37793971,-75.64482594,114
20--1320,2020/01/25,9:17 PM,BANK ST @ QUEENSDALE AVE (0009260),9260,03 - At intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,373336.7452,5023445.512,45.34760681,-75.62536906,115
20--1321,2020/01/25,9:27 PM,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC144 RAMP16 (__3ZA2Q6),__3ZA2Q6,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,01 - Minimal,1,1,,,,347128.0894,5015618.925,45.27925205,-75.96047966,116
20--1322,2020/01/25,9:30 PM,RIVERSIDE DR @ WALKLEY RD (0002158),2158,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368418.7236,5024853.519,45.36073905,-75.68794258,117
20--1323,2020/01/25,9:30 PM,PRESTON ST btwn GEORGE ST W & ABERDEEN ST (__3ZA3ZV),__3ZA3ZV,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,1,01 - Minimal,1,1,,,,366647.7217,5029350.673,45.40136187,-75.70998287,118
20--1324,2020/01/26,1:03 AM,HUNT CLUB RD @ BRIDLE PATH DR/DAZE ST (0008214),8214,03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,07 - Dark,05 - Packed snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371291.733,5023864.512,45.35157369,-75.65140721,119
20--1325,2020/01/26,1:18 AM,STRANDHERD DR btwn FALLOWFIELD RD & MARAVISTA DR (__6NFZTL),__6NFZTL,01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,360936.876,5014921.124,45.27200619,-75.78456174,120
20--1326,2020/01/26,1:58 AM,MCCARTHY RD btwn CAHILL DR W & PLANTE DR (__3ZA9CK),__3ZA9CK,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,04 - Freezing Rain,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,370359.5178,5023697.069,45.35015485,-75.66332541,121
20--1327,2020/01/26,1:59 AM,DES EPINETTES AVE @ JEANNE D'ARC BLVD (0004221),4221,02 - Intersection related,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,382226.7478,5035958.568,45.45926483,-75.50997075,122
20--1328,2020/01/26,11:20 AM,HIGHWAY 417 btwn HWY417 IC139 RAMP61 & HWY417 IC138 RAMP36 (__3ZA2QS),__3ZA2QS,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,352122.2756,5019609.611,45.31484284,-75.89644552,123
20--1329,2020/01/26,11:31 AM,MICHAEL ST btwn BELFAST RD & NEWMARKET ST (__3ZA1DR),__3ZA1DR,01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,373141.4948,5030655.645,45.4124996,-75.62686245,124
20--133,2020/01/04,9:36 AM,HAWTHORNE RD @ HUNT CLUB RD (0007651),7651,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,375507.722,5026406.519,45.37403308,-75.59724395,125
20--1330,2020/01/26,11:35 AM,HIGHWAY 417 btwn HWY417 IC145 RAMP56 & Continuation of HIGHWAY 417 (__3ZA2Q3),__3ZA2Q3,01 - Non intersection,02 - Non-fatal injury,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,02 - Minor,2,,2,,,347085.344,5015579.804,45.2789026,-75.96102781,126
20--1331,2020/01/26,Unknown,CLEOPATRA DR btwn CAMELOT DR & Continuation of CLEOPATRA DR (__5SP4QN),__5SP4QN,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,365396.113,5021323.19,45.32924143,-75.72695338,127
20--1332,2020/01/26,Unknown,CAMBRIDGE ST    N btwn CHRISTIE ST & GLADSTONE AVE (__3ZA0VQ),__3ZA0VQ,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,366992.4942,5030208.864,45.40905309,-75.70547107,128
20--1333,2020/01/26,Unknown,ST. DENIS ST btwn STE. ANNE ST & GRANVILLE ST (__3ZA8YR),__3ZA8YR,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,00 - Unknown,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,370707.4955,5033801.197,45.44103542,-75.65753509,129
20--1334,2020/01/26,12:07 AM,MARCH RD btwn TALL FOREST DR & HUNTMAR DR (__3ZA3FN),__3ZA3FN,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,344082.9261,5023492.269,45.35027617,-75.99866793,130
20--1335,2020/01/26,12:25 PM,HIGHWAY 417 btwn HWY417 IC140 RAMP25 & HWY417 IC139 RAMP15 (__4BCLBK),__4BCLBK,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,99 - Other,10 - No control,,1,0,0,0,,0,,,,,351556.2389,5019068.342,45.31001029,-75.90371551,131
20--1336,2020/01/26,2:03 PM,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC144 RAMP16 (__3ZA2Q6),__3ZA2Q6,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,347237.7159,5015718.507,45.28014152,-75.9590739,132
20--1337,2020/01/26,2:25 PM,GEORGE ST @ SUSSEX DR (0002109),2109,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367869.1987,5032130.692,45.42626662,-75.69402602,133
20--1338,2020/01/26,2:54 PM,IONA ST @ ISLAND PARK DR (0006683),6683,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,04 - Slush,12 - IPS,01 - Functioning,2,0,0,0,,0,,,,,364349.712,5028385.546,45.39287709,-75.73945055,134
20--1339,2020/01/26,3:00 PM,HUNT CLUB RD @ PIKE ST/MAPLE PARK PRIV (0010869),10869,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373296.7378,5025088.506,45.36239374,-75.62565192,135
20--134,2020/01/05,1:15 PM,KETTLEBY ST btwn CAMBRAY LANE & BISHOPS MILLS WAY (__3ZA1I9),__3ZA1I9,04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,352381.124,5020061.695,45.3188933,-75.8931009,136
20--1340,2020/01/26,3:28 PM,SOUTHVIEW CRES btwn CHESTERTON DR & CHESTERTON DR (__3ZAAV5),__3ZAAV5,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,365313.5151,5023932.195,45.35272404,-75.7276879,137
20--1341,2020/01/26,3:55 PM,HUNT CLUB RD @ RIVERSIDE DR (0002237),2237,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368036.689,5021945.505,45.33460794,-75.69319038,138
20--1342,2020/01/26,4:14 PM,HUNT CLUB RD @ PAUL ANKA DR (0008224),8224,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369777.7161,5022897.486,45.34301456,-75.67085465,139
20--1343,2020/01/26,5:30 PM,IONA ST @ ISLAND PARK DR (0006683),6683,03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,05 - Dusk,02 - Wet,12 - IPS,01 - Functioning,2,0,0,0,,0,,,,,364349.7063,5028385.545,45.39287709,-75.73945063,140
20--1344,2020/01/26,5:34 PM,JOCKVALE RD @ LONGFIELDS DR (0013613),13613,03 - At intersection,03 - P.D. only,05 - Turning movement,02 - Rain,05 - Dusk,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,364829.2929,5014001.028,45.26340567,-75.73507021,141
20--1345,2020/01/26,7:14 AM,BANK ST @ KILBORN AVE/BELANGER AVE (0007208),7208,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,03 - Snow,03 - Dawn,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,369653.7192,5027427.541,45.38378616,-75.67184222,142
20--1346,2020/01/26,7:16 PM,CHESTERTON DR/COOLSPRING CRES W @ VIEWMOUNT DR (0000518),518,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,04 - Slush,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,366230.7145,5023515.505,45.34889498,-75.71603488,143
20--1347,2020/01/26,7:42 AM,KIRKWOOD AVE @ MERIVALE RD (0002243),2243,03 - At intersection,03 - P.D. only,07 - SMV other,03 - Snow,03 - Dawn,03 - Loose snow,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,364853.6992,5026646.552,45.37718692,-75.73322594,144
20--1348,2020/01/26,7:45 AM,HIGHWAY 416 btwn HWY416 IC66 RAMP62 & HWY416 IC72 RAMP24 (__3ZAZMZ),__3ZAZMZ,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,03 - Dawn,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,359705.9363,5017088.473,45.29160541,-75.80000852,145
20--1349,2020/01/26,8:00 AM,JOHN CAVANAUGH DR @ CARP RD (0001585),1585,03 - At intersection,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,00 - Unknown,2,0,0,0,,0,,,,,344063.5559,5019592.764,45.31518812,-75.99922447,146
20--135,2020/01/05,10:55 AM,MARCH RD @ SOLANDT RD (0003172),3172,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,350489.6287,5022710.486,45.34285339,-75.91698122,147
20--1350,2020/01/26,8:00 AM,RENAUD RD btwn SADDLERIDGE DR & PAGE RD (__3ZA7LV),__3ZA7LV,01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,381647.4478,5032633.004,45.42940803,-75.51789631,148
20--1351,2020/01/26,8:05 AM,OTTAWA RIVER PKWY @ ISLAND PARK DR (0002127),2127,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,363298.6873,5029453.562,45.40257551,-75.75274608,149
20--1352,2020/01/26,8:50 AM,GRANT CARMAN DR @ MEADOWLANDS DR (0001111),1111,03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,04 - Slush,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,365051.6891,5023901.506,45.35247044,-75.73103293,150
20--1353,2020/01/26,9:00 AM,BANK ST btwn MASON ST & MEADOW DR (__3ZA28O),__3ZA28O,04 - At/near private drive,03 - P.D. only,05 - Turning movement,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,378177.0579,5014879.229,45.27004169,-75.5648758,151
20--1354,2020/01/26,9:03 AM,NAVAN RD btwn RENAUD RD & MER BLEUE RD (__3ZA3Y1),__3ZA3Y1,01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,01 - Daylight,05 - Packed snow,10 - No control,,2,0,0,0,,0,,,,,383986.9501,5032264.248,45.42582931,-75.48806159,152
20--1355,2020/01/26,9:05 PM,CONROY RD @ JOHNSTON RD (0011908),11908,03 - At intersection,02 - Non-fatal injury,02 - Angle,04 - Freezing Rain,07 - Dark,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,373396.8054,5026308.464,45.37336064,-75.62420534,153
20--1356,2020/01/26,9:10 AM,STAGECOACH RD btwn OLD STAGECOACH RD & BLANCHFIELD RD (__30LJDU),__30LJDU,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,377955.6632,5002325.425,45.15710943,-75.5695408,154
20--1357,2020/01/26,9:34 AM,DONNELLY DR btwn FAIRMILE RD & FOURTH LINE RD (__3ZA30H),__3ZA30H,01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,371942.106,4992870.564,45.07263166,-75.64728574,155
20--1358,2020/01/26,9:57 AM,NAVAN RD btwn RENAUD RD & MER BLEUE RD (__3ZA3Y1),__3ZA3Y1,01 - Non intersection,03 - P.D. only,01 - Approaching,03 - Snow,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,383997.537,5032259.596,45.42578626,-75.48792707,156
20--1359,2020/01/27,1:10 PM,BASELINE RD btwn MCWATTERS RD & ROCKWAY CRES (__3ZA2LT),__3ZA2LT,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,360998.0375,5022821.996,45.34309362,-75.78288643,157
20--136,2020/01/05,Unknown,SHERWAY DR btwn BERKSHIRE WAY & ALDGATE CRES (__3ZAABH),__3ZAABH,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,362788.5244,5015180.562,45.27419037,-75.76093499,158
20--1360,2020/01/27,1:42 AM,BANK ST btwn LESTER RD & PARK LANE (__3ZA28G),__3ZA28G,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,04 - Freezing Rain,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,01 - Minimal,1,1,,,,373743.2542,5022848.973,45.34219954,-75.62026516,159
20--1361,2020/01/27,10:09 PM,BASELINE RD btwn MORLEY BLVD & PRINCE OF WALES DR (__3ZA4JU),__3ZA4JU,01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,366735.6332,5026382.764,45.37464959,-75.7092325,160
20--1362,2020/01/27,10:46 AM,BERTRAND ST btwn VAUGHAN ST & SPRINGFIELD RD (__3ZA8YZ),__3ZA8YZ,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,369161.0314,5033778.376,45.44097416,-75.67730373,161
20--1363,2020/01/27,11:20 AM,BANK ST @ WALKLEY RD (0011423),11423,02 - Intersection related,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,370337.8445,5025947.731,45.37040765,-75.66330353,162
20--1364,2020/01/27,11:25 AM,FINDLAY CREEK DR btwn DEVONWOOD CIRC & BANK ST (__45KVBB),__45KVBB,04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,375715.46,5020380.988,45.31979705,-75.59545595,163
20--1365,2020/01/27,11:33 AM,FERNBANK RD btwn GO/KA BOUNDARY & TERRY FOX DR (__4O46UP),__4O46UP,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,353795.7614,5014667.974,45.27026209,-75.87559107,164
20--1366,2020/01/27,11:35 AM,ARLINGTON AVE @ BANK ST (0007261),7261,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,04 - Slush,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,368006.714,5030345.588,45.41019243,-75.69249784,165
